Site	Date	Bd	MR0.5	MR5.10	Rh	EC	P	OM	Ph	Ca	Mg	Na	K	N	ARA	SoilResp	Hypogastruridae	Onychiuridae	Isotomidae	Entomobridae	Symphypleona	Dermanyssoidea	Rhodacaroidea	Parasitoidea	Uropodoidea	Veigaioidea	Paratydeoidea	Eupodoidea	Tydeoidea	Tetranychoidea	Scutacaroidea	Trombidioidea	Rhagididae	Brachychthonoidea	Eulohmannioidea	Lohmannioidea	Euphthiracaroidea	Crotoniodea	Oppioidea	Hidrozetoidea	Galumnoidea	Oripodoidea	Parhypochthonioidea	Ceratozetoidea	Hermannioidea	Oribatelloidea	Acaroidea	Astigmata	Astigmata_subadult	Aporrectodea_caliginosa	Aporrectodea_rosea	Aporrectodea_trapezoides	Octolasion_cyaneum	Octolasion_tyrtaeum	Octolasion_lacteum	Microscolex_dubius	Microscolex_phosphoreus	Eukerria_stagnalis	Crassiclitellata_subadults
AG	2010-09	1.19	10.5	13	0.3	0.14	2.39	3.79	6.4	6.05	1.48	0.76	1.3	0.19	0.19	0.01	4	15	79	0	0	0	2	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-09	1.2	7	11	0.3	0.16	2.94	5.06	5.97	6.28	1.05	0.89	1.9	0.21	0.17	0	39	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-09	1.15	8.5	16	0.27	0.2	4.06	5.18	5.66	5.01	1.08	1.01	2.13	0.28	0.15	0.04	0	1	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	89	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0
AG	2010-09	1.14	15.5	15.5	0.25	0.16	8.93	5.31	5.88	5.15	1	1	2.4	0.25	0.16	0.01	20	4	18	0	0	2	2	0	0	4	0	2	0	0	0	0	1	0	0	0	1	0	6	0	1	92	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4
AG	2010-09	1.17	10	14.5	0.27	0.13	5.17	5.31	5.94	5.1	0.95	0.65	1.9	0.28	0.15	0.01	11	8	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-09	1.17	13.5	15.5	0.34	0.12	4.55	4.17	5.91	6.8	1.15	0.98	2	0.17	0.11	0.03	0	5	62	0	0	1	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
AG	2010-09	1.21	9	9	0.25	0.16	4.89	4.3	5.93	6.55	1.63	0.98	1.09	0.24	0.18	0.06	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-09	1.27	8	12.5	0.15	0.12	4.55	4.8	5.86	7.5	1.38	1.1	1.78	0.28	0.01	0.07	1	26	5	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	2
AG	2010-12	1.24	7.5	10	0.2	0.44	17.19	4.4	5.24	6.2	1.85	0.65	1.56	0.21	0.12	0.01	3	45	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-12	1.25	7.5	9	0.2	0.49	6.33	5.44	6.05	6.6	1.3	0.8	2.15	0.29	0.14	0	0	14	0	0	0	0	10	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-12	1.15	9	14.5	0.19	0.73	4.89	4.4	4.92	6.9	1.45	0.9	1.73	0.29	0.19	0.01	1	1	1	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	15	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
AG	2010-12	1.23	2.5	20	0.17	0.19	7.63	3.98	4.96	5.65	0.9	0.97	2.1	0.35	0.09	0.01	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AG	2010-12	1	4.5	19	0.14	0.24	13.76	4.19	5.32	5.6	1.18	0.7	2.1	0.31	0.13	0.02	37	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AG	2010-12	1.08	4	13	0.15	0.13	5.22	5.44	5.03	5.3	1.05	0.9	1.44	0.27	0.13	0.02	1	17	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AG	2010-12	1.43	13	18.5	0.16	0.27	4.85	2.93	7.36	7.5	1.23	0.9	1.89	0.24	0.11	0.01	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-12	1.25	10	14.5	0.18	0.22	6.89	2.51	5.96	7.15	1.9	0.76	1.93	0.2	0.11	0.01	0	3	1	0	0	0	1	0	0	0	0	3	3	0	0	0	0	2	0	0	0	0	5	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG	2010-12	1.29	4	8.5	0.15	0.23	4.99	2.51	5.93	8.1	1.73	0.94	2.05	0.2	0.15	0.01	0	72	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	5	0	0	0	0	4	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
